#	Time		Duration (s)	Process		Request                             	Port	Result	Data ( String )	

190	15:28:51.163	0.00013130	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^HWNATQRY?.	
191	15:28:51.166	0.00000900	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
192	15:28:51.200	0.00019210	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^HWNATQRY?.	
193	15:28:51.203	0.00002150	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
194	15:28:51.252	0.00016090	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^HWNATQRY?.	
195	15:28:51.255	0.00000840	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
196	15:28:51.278	0.00011480	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^HWNATQRY?.	
197	15:28:51.281	0.00000790	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
198	15:28:51.316	0.00012180	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^HWNATQRY?.	
199	15:28:51.319	0.00000840	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
200	15:28:51.341	0.00013450	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^HWNATQRY?.	
201	15:28:51.344	0.00000730	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
202	15:28:51.367	0.00013810	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
203	15:28:51.370	0.00000740	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
204	15:28:51.403	0.00011930	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^CPIN?.	
205	15:28:51.406	0.00000630	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 33, Data: ..^CPIN: READY,,10,3,10,3....OK..	
206	15:28:51.428	0.00014110	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
207	15:28:51.431	0.00000630	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
208	15:28:51.548	0.00014640	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 8, Data: AT+CGSN.	
209	15:28:51.551	0.00000990	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 25, Data: ..352216043077466....OK..	
210	15:28:51.573	0.00014500	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 8, Data: AT+CGMR.	
211	15:28:51.576	0.00000710	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..11.126.85.00.209....OK..	
212	15:28:51.598	0.00021250	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^HWVER.	
213	15:28:51.601	0.00000650	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 27, Data: ..^HWVER:"CD1E153M"....OK..	
214	15:28:51.634	0.00012960	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT^REALNAME.	
215	15:28:51.637	0.00000660	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
216	15:28:51.659	0.00015460	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 8, Data: AT+CGMM.	
217	15:28:51.662	0.00000630	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 14, Data: ..E173....OK..	
218	15:28:52.251	0.00000000	Mobile Partner	IRP_MJ_WRITE                        	COM4		Length: 15, Data: AT+CLCK="SC",2.	
219	15:28:52.268	0.00000670	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
220	15:28:52.287	0.00011330	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 14, Data: AT^HWNATQRY=?.	
221	15:28:52.290	0.00000650	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
222	15:28:52.312	0.00011110	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^CPIN?.	
223	15:28:52.315	0.00000730	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 33, Data: ..^CPIN: READY,,10,3,10,3....OK..	
224	15:28:52.348	0.00014330	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
225	15:28:52.351	0.00000800	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
226	15:28:52.373	0.00014180	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 14, Data: AT^HWNATQRY=?.	
227	15:28:52.376	0.00001920	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
228	15:28:52.398	0.00158460	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT+CPBS="SM".	
229	15:28:52.402	0.00000870	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
230	15:28:52.435	0.00000000	Mobile Partner	IRP_MJ_WRITE                        	COM4		Length: 15, Data: AT+CLCK="SC",2.	
231	15:28:52.438	0.00000640	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
232	15:28:52.460	0.00014440	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+CPBS?.	
233	15:28:52.463	0.00000830	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 28, Data: ..+CPBS: "SM",15,250....OK..	
234	15:28:52.485	0.00017210	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
235	15:28:52.488	0.00004990	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
236	15:28:52.510	0.00024390	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT+CPBS="SM".	
237	15:28:52.541	0.00000690	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..+CREG: 1....+CGREG: 1....OK..	
238	15:28:52.569	0.00019800	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
239	15:28:52.586	0.00000950	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
240	15:28:52.605	0.00017200	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 10, Data: AT^CPBR=?.	
241	15:28:52.622	0.00000690	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..^CPBR: (1-250),24,25....OK..	
242	15:28:52.652	0.00020850	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
243	15:28:52.669	0.00000630	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
244	15:28:52.699	0.00013320	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT^CARDMODE.	
245	15:28:52.702	0.00000550	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 22, Data: ..^CARDMODE: 2....OK..	
246	15:28:52.724	0.00015700	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
247	15:28:52.727	0.00005480	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
248	15:28:52.749	0.00022170	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT+CPBS="SM".	
249	15:28:52.752	0.00000690	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
250	15:28:52.774	0.00022560	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
251	15:28:52.777	0.00000670	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
252	15:28:52.810	0.00013040	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 10, Data: AT^CPBR=?.	
253	15:28:52.813	0.00000660	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..^CPBR: (1-250),24,25....OK..	
254	15:28:52.835	0.00012520	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
255	15:28:52.838	0.00000660	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
256	15:28:52.860	0.00014590	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^CPBR=1,50.	
257	15:28:52.877	0.00004840	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 918, Data: ..^CPBR: 1,"*100#",129,"81060891B0BBB0BDC1FF",1..^CPBR: 2,"*106#	
258	15:28:52.907	0.00017150	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
259	15:28:52.910	0.00000700	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
260	15:28:52.943	0.00014520	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT^CPBR=51,100.	
261	15:28:52.960	0.00000790	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CME ERROR: 22..	
262	15:28:52.979	0.00012690	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
263	15:28:52.982	0.00000540	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
264	15:28:53.004	0.00015630	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 16, Data: AT^CPBR=101,150.	
265	15:28:53.021	0.00000670	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CME ERROR: 22..	
266	15:28:53.051	0.00014170	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
267	15:28:53.054	0.00000650	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
268	15:28:53.087	0.00012450	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 16, Data: AT^CPBR=151,200.	
269	15:28:53.104	0.00000630	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CME ERROR: 22..	
270	15:28:53.123	0.00011180	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
271	15:28:53.140	0.00000930	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
272	15:28:53.170	0.00015140	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 16, Data: AT^CPBR=201,250.	
273	15:28:53.187	0.00001020	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CME ERROR: 22..	
274	15:28:53.217	0.00015250	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
275	15:28:53.220	0.00000640	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
276	15:28:53.253	0.00012980	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
277	15:28:53.256	0.00000750	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
278	15:28:53.278	0.00013330	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
279	15:28:53.281	0.00000640	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
280	15:28:53.326	0.00010580	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
281	15:28:53.329	0.00000630	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
282	15:28:53.365	0.00015740	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
283	15:28:53.368	0.00000730	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
284	15:28:53.390	0.00022180	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
285	15:28:53.393	0.00000810	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
286	15:28:53.426	0.00013970	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^CPIN?.	
287	15:28:53.429	0.00000700	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 33, Data: ..^CPIN: READY,,10,3,10,3....OK..	
288	15:28:53.462	0.00014300	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
289	15:28:53.465	0.00000780	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
290	15:28:53.487	0.00014670	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT^CARDMODE.	
291	15:28:53.490	0.00000760	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 22, Data: ..^CARDMODE: 2....OK..	
292	15:28:53.512	0.00013980	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+CPBS?.	
293	15:28:53.515	0.00000740	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 28, Data: ..+CPBS: "SM",15,250....OK..	
294	15:28:53.548	0.00016110	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+CPBS?.	
295	15:28:53.565	0.00000890	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 28, Data: ..+CPBS: "SM",15,250....OK..	
296	15:28:53.584	0.00015120	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 10, Data: AT^CPBR=?.	
297	15:28:53.587	0.00000630	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..^CPBR: (1-250),24,25....OK..	
298	15:28:53.610	0.00014690	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 14, Data: AT^HWNATQRY=?.	
299	15:28:53.613	0.00000610	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
300	15:28:53.679	0.00016770	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
301	15:28:53.682	0.00000690	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
302	15:28:53.715	0.00019630	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
303	15:28:53.718	0.00000630	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
304	15:28:53.746	0.00015090	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
305	15:28:53.749	0.00000720	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
306	15:28:53.771	0.00000000	Mobile Partner	IRP_MJ_WRITE                        	COM4		Length: 14, Data: AT^HWNATQRY=?.	
307	15:28:53.774	0.00000640	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
308	15:28:53.797	0.00010830	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 14, Data: AT^HWNATQRY=?.	
309	15:28:53.800	0.00000680	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
310	15:28:53.822	0.00022730	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
311	15:28:53.825	0.00000710	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
312	15:28:53.858	0.00013730	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 14, Data: AT^HWNATQRY=?.	
313	15:28:53.861	0.00000650	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
314	15:28:53.884	0.00016750	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 14, Data: AT^HWNATQRY=?.	
315	15:28:53.887	0.00000860	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
316	15:28:53.909	0.00017680	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
317	15:28:53.912	0.00000760	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
318	15:28:53.945	0.00019180	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
319	15:28:53.948	0.00000710	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
320	15:28:53.980	0.00013480	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
321	15:28:53.983	0.00000780	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
322	15:28:54.005	0.00011950	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
323	15:28:54.008	0.00000610	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
324	15:28:54.030	0.00015400	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^CPIN?.	
325	15:28:54.033	0.00000940	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 33, Data: ..^CPIN: READY,,10,3,10,3....OK..	
326	15:28:54.066	0.00011610	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
327	15:28:54.083	0.00000810	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
328	15:28:54.102	0.00015070	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT^CARDMODE.	
329	15:28:54.105	0.00000890	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 22, Data: ..^CARDMODE: 2....OK..	
330	15:28:54.147	0.00017020	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^SYSINFOEX.	
331	15:28:54.150	0.00001530	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
332	15:28:54.172	0.00015340	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 11, Data: AT^SYSINFO.	
333	15:28:54.175	0.00000650	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..^SYSINFO:2,3,0,3,1,,3....OK..	
334	15:28:54.344	0.00011330	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT^REALNAME.	
335	15:28:54.347	0.00000630	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
336	15:28:54.369	0.00011550	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 8, Data: AT+CGMM.	
337	15:28:54.373	0.00000930	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 14, Data: ..E173....OK..	
338	15:28:54.431	0.00013330	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT^REALNAME.	
339	15:28:54.434	0.00000590	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
340	15:28:54.456	0.00012330	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 8, Data: AT+CGMM.	
341	15:28:54.459	0.00000630	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 14, Data: ..E173....OK..	
342	15:28:54.519	0.00014120	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT^REALNAME.	
343	15:28:54.522	0.00000660	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
344	15:28:54.544	0.00012770	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 8, Data: AT+CGMM.	
345	15:28:54.547	0.00000770	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 14, Data: ..E173....OK..	
346	15:28:54.576	0.00011570	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
347	15:28:54.579	0.00000680	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
348	15:28:54.601	0.00012940	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
349	15:28:54.604	0.00000600	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
350	15:28:54.637	0.00011770	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^OPL=1.	
351	15:28:54.640	0.00000860	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
